TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,AMT_INCOME_TOTAL,AMT_CREDIT,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,DAYS_BIRTH,REGION_RATING_CLIENT
0,Cash loans,F,121500,170640,Working,Higher education,Married,-12498,3
0,Cash loans,F,121500,325908,Working,Secondary / secondary special,Married,-10480,2
0,Cash loans,M,148500,485640,Working,Higher education,Married,-11908,2
0,Cash loans,F,67500,119925,Pensioner,Lower secondary,Civil marriage,-22161,3
0,Cash loans,F,76500,508495.5,Pensioner,Secondary / secondary special,Married,-19754,2
0,Cash loans,M,180000,537471,Commercial associate,Secondary / secondary special,Married,-9788,1
0,Cash loans,M,135000,1006920,Working,Secondary / secondary special,Married,-11239,2
0,Cash loans,M,180000,290088,Working,Secondary / secondary special,Civil marriage,-8991,3
1,Cash loans,F,234000,454500,Pensioner,Secondary / secondary special,Widow,-23048,2
0,Cash loans,F,81000,1078200,Working,Secondary / secondary special,Married,-19872,1
0,Cash loans,F,157500,665892,Commercial associate,Secondary / secondary special,Married,-14596,3
0,Cash loans,M,157500,1288350,Working,Secondary / secondary special,Married,-11493,2
0,Cash loans,F,157500,1277136,Working,Secondary / secondary special,Married,-12337,2
0,Cash loans,F,67500,161730,Working,Secondary / secondary special,Married,-19907,2
0,Cash loans,F,180000,828000,Working,Higher education,Married,-13557,3
0,Cash loans,M,112500,301464,Working,Secondary / secondary special,Married,-10285,2
0,Cash loans,F,135000,508495.5,Working,Secondary / secondary special,Separated,-16978,2
0,Cash loans,F,90000,167076,Commercial associate,Higher education,Married,-12846,2
0,Cash loans,F,181696.5,270000,Commercial associate,Higher education,Separated,-11741,2
0,Cash loans,M,180000,237024,Working,Secondary / secondary special,Married,-15301,2
0,Cash loans,F,49500,291915,Working,Secondary / secondary special,Married,-11811,2
0,Cash loans,M,135000,900000,Working,Secondary / secondary special,Separated,-13297,2
0,Cash loans,F,225000,2517300,Working,Higher education,Widow,-20661,2
0,Cash loans,F,103500,261648,Working,Secondary / secondary special,Civil marriage,-14639,2
0,Revolving loans,F,157500,382500,Working,Incomplete higher,Married,-19042,2
0,Cash loans,F,202500,904500,Working,Secondary / secondary special,Married,-15709,2
0,Cash loans,F,74250,254700,Pensioner,Secondary / secondary special,Married,-24066,2
0,Cash loans,F,126000,700830,Working,Secondary / secondary special,Single / not married,-20792,2
0,Cash loans,F,225000,640080,Working,Secondary / secondary special,Single / not married,-13371,2
0,Cash loans,F,250200,135000,Working,Higher education,Married,-19696,2
0,Cash loans,M,202500,517927.5,Working,Higher education,Married,-21923,2
0,Cash loans,F,76500,675000,Pensioner,Secondary / secondary special,Civil marriage,-21955,2
0,Cash loans,M,135000,247500,Pensioner,Secondary / secondary special,Married,-17838,2
0,Cash loans,F,225000,675000,Working,Higher education,Married,-13713,2
0,Cash loans,F,202500,1439100,Pensioner,Secondary / secondary special,Single / not married,-21170,2
0,Cash loans,F,90000,165024,Working,Secondary / secondary special,Married,-17512,3
0,Cash loans,F,45000,168102,Pensioner,Lower secondary,Married,-23613,2
0,Cash loans,F,315000,1569051,Working,Higher education,Married,-11125,2
0,Cash loans,M,292500,797557.5,Commercial associate,Higher education,Married,-11041,1
0,Revolving loans,M,135000,135000,Working,Secondary / secondary special,Married,-11467,2
0,Cash loans,M,157500,276277.5,Commercial associate,Secondary / secondary special,Married,-9925,2
0,Cash loans,M,225000,536917.5,Pensioner,Secondary / secondary special,Married,-19777,2
0,Cash loans,F,72000,832500,Pensioner,Secondary / secondary special,Married,-22483,2
0,Cash loans,F,112500,450000,Commercial associate,Secondary / secondary special,Widow,-17526,2
0,Cash loans,F,157500,846000,Commercial associate,Secondary / secondary special,Married,-21899,2
0,Cash loans,M,157500,225000,State servant,Secondary / secondary special,Married,-14201,2
0,Cash loans,M,225000,1288350,Working,Secondary / secondary special,Single / not married,-15841,2
0,Cash loans,M,157500,900000,Commercial associate,Higher education,Separated,-15874,1
0,Cash loans,F,157500,272520,Commercial associate,Higher education,Married,-14041,2
0,Cash loans,M,270000,1712727,Commercial associate,Secondary / secondary special,Widow,-16839,1
0,Cash loans,F,90000,247275,Working,Higher education,Married,-14391,2
0,Cash loans,M,90000,129384,Working,Secondary / secondary special,Single / not married,-15520,2
0,Cash loans,M,90000,50940,Working,Secondary / secondary special,Married,-21036,2
0,Cash loans,M,171000,1546020,Working,Secondary / secondary special,Married,-20687,2
0,Cash loans,M,247500,485640,Working,Secondary / secondary special,Married,-10923,2
0,Cash loans,M,27000,182016,Pensioner,Secondary / secondary special,Married,-22982,2
0,Cash loans,M,202500,343800,Working,Secondary / secondary special,Married,-11839,2
0,Cash loans,F,180000,941193,Working,Secondary / secondary special,Married,-16146,2
0,Cash loans,F,45000,113760,Commercial associate,Secondary / secondary special,Married,-11543,2
0,Cash loans,M,137250,220032,Pensioner,Secondary / secondary special,Married,-23297,3
0,Cash loans,F,180000,814041,Commercial associate,Secondary / secondary special,Civil marriage,-17893,2
1,Cash loans,M,90000,521280,Pensioner,Secondary / secondary special,Married,-22903,2
0,Cash loans,M,270000,630000,Working,Secondary / secondary special,Married,-16176,2
0,Cash loans,M,162000,452385,Commercial associate,Incomplete higher,Separated,-9810,2
0,Revolving loans,F,76500,247500,Working,Secondary / secondary special,Married,-17956,2
1,Cash loans,F,193500,900000,Commercial associate,Secondary / secondary special,Married,-16636,2
0,Cash loans,M,270000,545040,Working,Higher education,Married,-9572,1
0,Cash loans,F,157500,450000,Commercial associate,Secondary / secondary special,Married,-20525,2
0,Cash loans,F,247500,407727,Working,Higher education,Married,-12808,3
0,Cash loans,F,202500,539100,Working,Secondary / secondary special,Married,-12440,2
0,Cash loans,F,157500,755190,Pensioner,Secondary / secondary special,Single / not married,-23697,3
0,Cash loans,M,202500,1314000,Working,Secondary / secondary special,Married,-14652,2
0,Cash loans,F,243000,1125171,Commercial associate,Higher education,Separated,-15998,1
1,Revolving loans,M,67500,135000,Working,Higher education,Widow,-20202,3
0,Cash loans,F,117000,380533.5,Pensioner,Secondary / secondary special,Widow,-23109,2
0,Cash loans,F,67500,286704,Pensioner,Secondary / secondary special,Married,-21073,2
0,Cash loans,F,81000,364896,Working,Secondary / secondary special,Married,-14225,2
0,Cash loans,M,135000,312768,Working,Secondary / secondary special,Married,-19686,2
0,Cash loans,M,157500,835380,State servant,Higher education,Married,-15350,2
0,Cash loans,F,157500,701730,State servant,Secondary / secondary special,Married,-19094,1
0,Cash loans,M,112500,670500,Working,Secondary / secondary special,Separated,-15099,2
0,Cash loans,M,171000,238500,Working,Secondary / secondary special,Married,-18282,2
0,Cash loans,F,360000,1512796.5,Working,Secondary / secondary special,Civil marriage,-10032,2
0,Cash loans,M,63000,593010,State servant,Secondary / secondary special,Married,-19620,2
0,Revolving loans,M,90000,180000,Pensioner,Secondary / secondary special,Married,-22066,2
0,Revolving loans,M,135000,450000,Working,Secondary / secondary special,Married,-12439,2
0,Revolving loans,M,180000,540000,Working,Secondary / secondary special,Married,-14133,2
0,Cash loans,F,630000,1800000,Working,Higher education,Married,-18909,3
0,Cash loans,F,72000,562500,Commercial associate,Secondary / secondary special,Married,-18743,2
0,Cash loans,F,90000,592560,Working,Secondary / secondary special,Married,-17359,2
0,Revolving loans,M,180000,270000,Working,Secondary / secondary special,Married,-15789,2
0,Cash loans,F,225000,1327500,Working,Higher education,Married,-16116,2
1,Cash loans,F,90000,331834.5,Working,Secondary / secondary special,Civil marriage,-13102,2
0,Cash loans,F,103500,238500,Working,Secondary / secondary special,Married,-19793,2
0,Cash loans,F,247500,640080,Working,Higher education,Married,-10997,3
0,Revolving loans,M,180000,495000,Working,Higher education,Married,-12218,2
0,Cash loans,M,157500,450000,Working,Secondary / secondary special,Married,-16424,2
0,Cash loans,M,135000,229500,Commercial associate,Secondary / secondary special,Married,-11763,2
0,Cash loans,F,202500,755190,Working,Secondary / secondary special,Married,-18937,2
0,Cash loans,F,72000,418500,Pensioner,Secondary / secondary special,Widow,-23027,3
0,Revolving loans,F,112500,180000,Pensioner,Secondary / secondary special,Married,-21107,2
0,Cash loans,F,243000,1006920,Working,Higher education,Married,-22208,2
0,Cash loans,F,166500,528633,Commercial associate,Higher education,Married,-10506,2
1,Cash loans,F,58500,398160,State servant,Incomplete higher,Single / not married,-8630,2
0,Cash loans,F,202500,1061599.5,Pensioner,Higher education,Civil marriage,-23035,2
0,Cash loans,F,135000,269550,Commercial associate,Secondary / secondary special,Married,-9289,2
0,Cash loans,F,67500,257391,Pensioner,Secondary / secondary special,Civil marriage,-19762,2
0,Cash loans,M,157500,1575000,State servant,Secondary / secondary special,Civil marriage,-12309,2
0,Cash loans,M,112500,254700,Working,Secondary / secondary special,Single / not married,-12516,2
1,Cash loans,M,157500,468733.5,Commercial associate,Secondary / secondary special,Married,-13278,3
0,Cash loans,M,225000,86598,Working,Secondary / secondary special,Single / not married,-14338,2
0,Cash loans,F,225000,1008027,Commercial associate,Secondary / secondary special,Civil marriage,-17667,1
0,Cash loans,F,90000,612612,Commercial associate,Secondary / secondary special,Married,-18747,3
0,Cash loans,M,180000,547272,Working,Secondary / secondary special,Married,-17808,3
0,Revolving loans,F,157500,225000,Working,Higher education,Civil marriage,-8253,2
0,Cash loans,M,121500,483480,Working,Higher education,Married,-17182,2
0,Cash loans,F,90000,170640,Commercial associate,Secondary / secondary special,Separated,-18191,1
0,Cash loans,F,135000,1714833,Commercial associate,Secondary / secondary special,Married,-17056,2
0,Cash loans,F,187222.5,1996456.5,Commercial associate,Higher education,Married,-18192,2
0,Cash loans,F,144000,157914,Working,Secondary / secondary special,Married,-17075,2
0,Cash loans,F,108000,592560,State servant,Secondary / secondary special,Single / not married,-16667,2
0,Cash loans,F,157500,1125000,Pensioner,Secondary / secondary special,Married,-21904,2
0,Cash loans,F,157500,271066.5,Working,Secondary / secondary special,Separated,-19097,2
1,Cash loans,F,103500,127350,Pensioner,Secondary / secondary special,Widow,-22408,2
0,Cash loans,F,135000,768550.5,Commercial associate,Secondary / secondary special,Married,-10665,3
0,Cash loans,F,90000,450000,Commercial associate,Higher education,Married,-11075,3
0,Cash loans,F,90000,450000,Working,Higher education,Married,-11156,3
0,Cash loans,F,90000,508495.5,Pensioner,Secondary / secondary special,Civil marriage,-22434,3
0,Cash loans,F,90000,535500,Working,Secondary / secondary special,Married,-13945,2
0,Cash loans,M,90000,301536,Pensioner,Higher education,Married,-22725,2
0,Cash loans,M,135000,1061599.5,State servant,Secondary / secondary special,Married,-13762,3
0,Cash loans,F,135000,225000,Working,Higher education,Separated,-12070,1
1,Cash loans,F,180000,387000,Working,Secondary / secondary special,Separated,-13954,2
0,Cash loans,F,216000,1215000,Working,Secondary / secondary special,Separated,-17672,2
0,Cash loans,F,157500,101880,Working,Secondary / secondary special,Married,-12420,2
0,Cash loans,F,67500,284256,Pensioner,Secondary / secondary special,Married,-21917,2
0,Cash loans,F,112500,130824,State servant,Academic degree,Married,-13904,1
1,Cash loans,M,121500,550080,Working,Higher education,Married,-21464,3
0,Cash loans,M,90000,279000,Working,Secondary / secondary special,Married,-16773,2
1,Cash loans,M,225000,325908,Commercial associate,Secondary / secondary special,Married,-14897,2
0,Cash loans,F,135000,518562,Pensioner,Secondary / secondary special,Single / not married,-21162,2
0,Cash loans,F,112500,452385,State servant,Higher education,Married,-14566,2
0,Cash loans,M,270000,1687266,Working,Secondary / secondary special,Married,-15355,2
0,Cash loans,F,135000,148365,Pensioner,Secondary / secondary special,Single / not married,-21528,2
0,Cash loans,M,180000,342000,Working,Secondary / secondary special,Married,-11668,2
0,Cash loans,M,90000,284400,Working,Secondary / secondary special,Married,-13453,2
0,Cash loans,F,90000,760500,State servant,Secondary / secondary special,Married,-19943,2
0,Cash loans,M,180000,350860.5,Working,Secondary / secondary special,Married,-17950,2
0,Cash loans,F,135000,755190,Working,Secondary / secondary special,Widow,-21845,2
0,Cash loans,M,225000,327024,Working,Higher education,Civil marriage,-15216,2
0,Cash loans,F,112500,269550,Commercial associate,Higher education,Single / not married,-13029,2
0,Cash loans,F,108000,273024,Pensioner,Secondary / secondary special,Married,-23427,2
0,Cash loans,F,171000,172512,Pensioner,Secondary / secondary special,Widow,-20341,2
0,Cash loans,M,76500,225000,Working,Secondary / secondary special,Married,-15329,2
1,Cash loans,F,108000,167895,Pensioner,Secondary / secondary special,Widow,-22758,3
0,Revolving loans,F,225000,405000,Working,Higher education,Married,-13562,1
0,Cash loans,M,126000,388512,Working,Higher education,Single / not married,-14522,3
0,Cash loans,F,76500,254700,Pensioner,Secondary / secondary special,Single / not married,-24150,2
0,Revolving loans,F,270000,810000,State servant,Secondary / secondary special,Married,-14845,2
0,Cash loans,F,112500,437976,Working,Secondary / secondary special,Married,-11714,2
0,Cash loans,F,63000,202500,Pensioner,Secondary / secondary special,Widow,-19857,3
0,Cash loans,F,90000,225000,Commercial associate,Secondary / secondary special,Married,-18312,2
0,Cash loans,F,135000,369000,Commercial associate,Higher education,Single / not married,-13077,2
0,Revolving loans,F,193500,337500,Working,Secondary / secondary special,Separated,-15438,2
0,Cash loans,F,135000,327024,Pensioner,Secondary / secondary special,Widow,-20732,2
0,Cash loans,F,67500,142200,Pensioner,Secondary / secondary special,Widow,-22901,3
0,Cash loans,M,315000,728460,Pensioner,Higher education,Married,-21850,2
0,Cash loans,F,270000,1006920,Commercial associate,Higher education,Married,-15445,2
0,Cash loans,M,135000,808650,State servant,Secondary / secondary special,Separated,-13534,2
0,Cash loans,F,72000,387000,Working,Higher education,Married,-10015,2
